cell_id,amplified_quantity_ng,percent_cdna_longer_than_400bp,reporter_status,post_patch,number_genes,rna_amp_pass_fail,transgenic_line,normalized_marker_sum,normalized_marker_sum_pass_fail,class,normalized_marker_sum_bin,total_reads,percent_reads_aligned_to_introns,Malat1,recording_duration,retrieval_duration,extraction_duration,morpho_call,endpipetter,cell_health,cell_in_slice,total_cells_in_slice,slice_name,dataset,percent_reads_Malat1,Ramp total count,Subthreshold Long Square total count,Suprathreshold Long Square total count,Ramp additional count,Subthreshold Long Square additional count,Suprathreshold Long Square additional count
743752378,9.284588768,58.8,tdt+,nucleus+,7881,Pass,Nos1-CreERT2,0.934433634,Pass,inhibitory,1,1239648,42.00733641,16842.10526,2.347183339,0.666666667,1.566666667,high quality,1702.127872,3,1,2,Nos1-CreERT2;Ai14-411627.05.02,mature,1.684210526,3,3,5,0,0,2
743770160,16.59229795,70.2,tdt+,nucleus+,9809,Pass,Nos1-CreERT2,1.060493093,Pass,inhibitory,1.1,513458,54.32845574,13380.8593,3.52561667,0.9,1.983333333,failed,1556.420608,3,2,2,Nos1-CreERT2;Ai14-411627.05.02,mature,1.33808593,3,5,4,0,2,1
743375295,9.751383509,43.6,tdt+,nucleus+,6673,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.206065428,Pass,inhibitory,,1261408,39.66857307,23578.116,8.1034,1.416666667,2.333333333,medium quality,2137.13344,3,1,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-409684.03.01,mature,2.3578116,,,,,,
743458081,6.197472628,49.4,tdt+,nucleus+,5688,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.077482665,Pass,inhibitory,1.1,625619,32.10001508,14345.56839,2.082216668,1.066666667,2.166666667,insufficient axon,2264.151296,2,2,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-409684.03.01,mature,1.434556839,3,3,3,0,0,0
743570053,14.83748691,65.8,tdt+,nucleus+,9178,Pass,Oxtr-T2A-Cre,0.910160843,Pass,inhibitory,1,1295707,50.48151477,25464.95243,2.58245,1.033333333,2.683333333,high quality,,3,1,3,Oxtr-T2A-Cre;Ai14-408895.04.01,mature,2.546495243,3,3,3,0,0,0
743626724,5.35107924,38,tdt+,nucleus+,3672,Fail,Oxtr-T2A-Cre,0.279833102,Fail,inhibitory,0.3,1349893,10.44571715,8331.10594,4.223666668,1.9,8.283333333,,834.492672,2,3,3,Oxtr-T2A-Cre;Ai14-408895.04.01,mature,0.833110594,4,6,3,1,3,0
743696534,9.284554179,60.9,tdt+,nucleus+,9543,Pass,Nos1-CreERT2,0.938096693,Pass,inhibitory,1,1391478,35.67577421,20331.81343,3.421716666,1.2,5.666666667,failed,,2,1,3,Nos1-CreERT2;Ai14-411627.03.02,mature,2.033181343,4,3,3,1,0,0
743718238,11.11158031,51.1,tdt+,nucleus+,8195,Pass,Nos1-CreERT2,1.032046819,Pass,inhibitory,1.1,519142,45.93537533,19185.41223,4.818883332,1.083333333,3.483333333,failed,1223.865472,3,2,3,Nos1-CreERT2;Ai14-411627.03.02,mature,1.918541223,5,3,3,2,0,0
743752095,6.51237101,46.7,tdt+,nucleus+,6955,Pass,Nos1-CreERT2,0.805141753,Pass,inhibitory,0.9,1001057,47.84411886,27614.49519,1.894066668,1.233333333,4.6,failed,6.487417,3,3,3,Nos1-CreERT2;Ai14-411627.03.02,mature,2.761449519,3,3,3,0,0,0
743664739,17.63554382,69.6,tdt+,nucleus+,8990,Pass,Htr3a-Cre_NO152;Pvalb-T2A-FlpO,0.977511086,Pass,inhibitory,1,1276674,56.64579331,25320.50647,2.41541667,1.816666667,0.016666667,failed,,3,1,1,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-410815.04.01,mature,2.532050647,3,3,3,0,0,0
743731114,15.84844254,58.2,tdt+,nucleus+,9147,Pass,Oxtr-T2A-Cre,0.950101439,Pass,inhibitory,1,1449057,37.54880938,22431.50021,2.012099997,1.8,,failed,2207.912704,3,1,4,Oxtr-T2A-Cre;Ai14-408895.02.01,mature,2.243150021,3,3,5,0,0,2
743754524,25.00833715,72.1,tdt+,nucleus+,10943,Pass,Oxtr-T2A-Cre,0.903027844,Pass,excitatory,1,1481001,40.81978995,19262.44716,2.156149999,2.1,0.016666667,failed,2148.61312,4,3,4,Oxtr-T2A-Cre;Ai14-408895.02.01,mature,1.926244716,3,6,3,0,3,0
743782351,12.48137894,66.8,tdt+,nucleus+,8868,Pass,Oxtr-T2A-Cre,1.161888072,Pass,inhibitory,1.2,1515266,33.92700837,21298.25489,3.356166665,1.916666667,,failed,2290.076928,3,4,4,Oxtr-T2A-Cre;Ai14-408895.02.01,mature,2.129825489,4,7,5,1,4,2
743803825,16.30701503,66.7,tdt+,nucleus+,9562,Pass,Oxtr-T2A-Cre,0.945605122,Pass,inhibitory,1,1348554,31.04642603,19229.70877,6.668150004,2.483333333,0.016666667,medium quality,1317.958528,2,2,4,Oxtr-T2A-Cre;Ai14-408895.02.02,mature,1.922970877,,,,,,
743804939,5.65938588,34.5,tdt+,nucleus+,5093,Fail,Oxtr-T2A-Cre,0.533738738,Pass,inhibitory,0.6,1389015,8.835562574,7054.173633,2.350083335,2.466666667,0.016666667,,38.346008,3,3,4,Oxtr-T2A-Cre;Ai14-408895.02.02,mature,0.705417363,3,6,4,0,3,1
743805049,11.55521553,40,tdt+,nucleus+,7278,Pass,Oxtr-T2A-Cre,0.547398388,Pass,inhibitory,0.6,1476511,17.2118295,9582.8593,2.235300001,1,0.016666667,failed,1452.784896,2,4,4,Oxtr-T2A-Cre;Ai14-408895.02.02,mature,0.95828593,4,3,3,1,0,0
743701765,16.43283179,75.8,tdt+,nucleus+,10086,Pass,Htr3a-Cre_NO152;Pvalb-T2A-FlpO,0.755281553,Pass,inhibitory,0.8,1250885,42.13700726,26145.63588,5.747933332,0.833333333,5.333333333,failed,973.236544,3,1,1,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-410815.06.02,mature,2.614563588,3,5,7,0,2,4
743803413,17.63175613,60,tdt+,nucleus+,9463,Pass,Htr3a-Cre_NO152;Pvalb-T2A-FlpO,0.746286322,Pass,inhibitory,0.8,732270,43.74169359,19526.66102,2.2454,1.133333333,2.566666667,medium quality,2797.202176,4,2,2,Htr3a-Cre_NO152;Pvalb-T2A-FlpO;Ai65-410815.02.01,mature,1.952666102,3,3,3,0,0,0
743458377,7.615439406,68.8,tdt+,nucleus+,6765,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.21702885,Pass,inhibitory,,1503228,47.42321167,16242.89289,6.812133336,1.55,4.25,high quality,1118.360064,5,1,1,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-409684.04.01,mature,1.624289289,3,4,3,0,1,0
744173029,9.377974436,61.3,tdt+,nucleus+,7221,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.086280415,Pass,inhibitory,1.1,1500713,35.65567763,9409.652801,8.630316671,0.7,3.3,high quality,552.867776,3,1,1,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.05.02,mature,0.94096528,,,,,,
744150787,9.791007757,66.2,tdt+,nucleus+,6374,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.134440066,Pass,inhibitory,1.2,1434586,58.05952254,27667.06038,5.161866665,1.9,1.516666667,high quality,943.767616,4,1,1,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.03.02,mature,2.766706038,4,3,3,1,0,0
744283290,6.090943925,61.5,tdt+,nucleus+,6755,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.301931103,Pass,inhibitory,,1214698,49.50632218,24682.42057,3.300283337,3.433333333,1.7,failed,5896.80896,4,1,3,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.02.02,mature,2.468242057,3,5,3,0,2,0
744300204,10.73399222,53.6,tdt+,nucleus+,8153,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.292927962,Pass,inhibitory,,1157322,41.31211023,23315.24475,5.5648,2.366666667,2.816666667,failed,2336.904192,5,2,3,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.02.02,mature,2.331524475,3,6,4,0,3,1
744405042,15.79627059,65.1,tdt+,nucleus+,9119,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.432486082,Pass,inhibitory,,1410477,47.95077269,12549.45998,3.051933336,1.75,2,failed,1822.323712,4,3,3,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.02.02,mature,1.254945998,3,5,3,0,2,0
744053590,12.44810431,75.6,tdt+,nucleus+,8358,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.235547086,Pass,inhibitory,,842606,52.02257239,17997.78088,3.357200003,0.616666667,2.816666667,high quality,5811.139584,4,1,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.04.02,mature,1.799778088,11,3,3,8,0,0
744096930,9.739800292,75,tdt+,nucleus+,7644,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.172027273,Pass,inhibitory,1.2,1344715,54.33342713,18965.65624,1.873499997,1.083333333,2.716666667,medium quality,1652.8928,5,2,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.04.02,mature,1.896565624,3,3,3,0,0,0
744173435,10.00881747,71.7,tdt+,nucleus+,7350,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.228634909,Pass,inhibitory,,1259802,40.98139335,21111.12397,3.090450001,0.95,1.15,insufficient axon,1149.425792,3,1,1,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.02.01,mature,2.111112397,3,9,3,0,6,0
744406203,3.844469418,49.1,tdt+,nucleus+,4124,Fail,Pvalb-IRES-Cre,0.255100966,Fail,inhibitory,0.3,1368407,13.70484524,17897.71182,2.669283334,0.85,7.416666667,,761.421504,3,1,3,Pvalb-IRES-Cre;Ai14-409821.04.02,mature,1.789771182,3,3,3,0,0,0
744416867,15.65539341,74.2,tdt+,nucleus+,9500,Pass,Pvalb-IRES-Cre,0.881186171,Pass,inhibitory,0.9,1405716,56.55873934,16912.70843,3.271199997,0.883333333,2.066666667,insufficient axon,1371.428864,5,2,3,Pvalb-IRES-Cre;Ai14-409821.04.02,mature,1.691270843,3,3,3,0,0,0
744438533,25.2352766,78.3,tdt+,nucleus+,11510,Pass,Pvalb-IRES-Cre,1.01018212,Pass,inhibitory,1.1,700887,58.48386527,23256.53755,10.17998334,2.616666667,0.966666667,high quality,1710.620416,2,3,3,Pvalb-IRES-Cre;Ai14-409821.04.02,mature,2.325653755,5,10,7,2,7,4
744476851,14.63590091,71.3,tdt+,nucleus+,9541,Pass,Pvalb-IRES-Cre,1.027646018,Pass,inhibitory,1.1,1425413,55.30577675,20976.58354,2.433033331,0.883333333,2.2,high quality,1299.404928,3,1,1,Pvalb-IRES-Cre;Ai14-409821.05.02,mature,2.097658354,3,5,3,0,2,0
744118785,3.21321768,48.1,tdt+,nucleus+,5653,Fail,Cck-IRES-Cre;Vip-IRES-FlpO,1.015100096,Pass,inhibitory,1.1,1206153,42.2579116,20185.93395,5.10048333,0.25,3.266666667,,8.723752,2,1,4,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.04.01,mature,2.018593395,5,3,5,2,0,2
744184223,3.615140772,66.1,tdt+,nucleus+,6384,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,0.905175956,Pass,inhibitory,1,1244750,45.28255471,53659.57203,2.495683328,1.433333333,5.966666667,failed,2793.947392,3,2,4,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.04.01,mature,5.365957203,3,3,3,0,0,0
744211669,4.865538868,52.8,tdt+,nucleus+,5972,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.237185096,Pass,inhibitory,,1180093,38.7399646,28572.21626,2.623283331,1.2,1.783333333,high quality,1921.538688,3,3,4,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.04.01,mature,2.857221626,3,3,3,0,0,0
744249573,3.565488438,51.1,tdt+,nucleus+,5877,Fail,Cck-IRES-Cre;Vip-IRES-FlpO,0.851049203,Pass,inhibitory,0.9,1339333,38.37066102,54571.08809,2.748016667,1.05,3.1,,1514.195968,4,4,4,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.04.01,mature,5.457108809,4,3,4,1,0,1
744435916,9.09074056,63.6,tdt+,nucleus+,7380,Pass,Pvalb-IRES-Cre,0.243153619,Fail,inhibitory,0.3,1218564,6.265503361,12346.20769,2.703316673,2.3,10.03333333,,719.856192,3,1,2,Pvalb-IRES-Cre;Ai14-409821.03.01,mature,1.234620769,3,3,3,0,0,0
744454922,6.919743346,51.9,tdt+,nucleus+,7741,Pass,Pvalb-IRES-Cre,0.641232489,Pass,inhibitory,0.7,1293769,44.75716922,38996.24676,2.38805,1.033333333,4.65,failed,2456.499968,3,2,2,Pvalb-IRES-Cre;Ai14-409821.03.01,mature,3.899624676,3,4,3,0,1,0
744203474,6.604115163,61.4,tdt+,nucleus+,6783,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.082635386,Pass,inhibitory,1.1,1491079,42.64113522,25992.06649,2.600683339,2.166666667,,high quality,,2,1,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.05.01,mature,2.599206649,3,3,4,0,0,1
744222514,6.172775491,64.7,tdt+,nucleus+,7225,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.192032129,Pass,inhibitory,1.2,1137129,36.06358307,28498.06457,2.738200005,1.6,,insufficient axon,944.138176,2,2,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.05.01,mature,2.849806457,3,3,5,0,0,2
744843426,5.180574128,47.9,tdt+,nucleus+,3501,Fail,Pvalb-IRES-Cre,0.291101921,Fail,inhibitory,0.3,1185782,6.032426773,287.4925855,2.257750003,2.55,,,,2,1,1,Pvalb-IRES-Cre;Ai14-409821.04.01,mature,0.028749259,3,3,3,0,0,0
744454952,9.881904175,67.8,tdt+,nucleus+,8079,Pass,Pvalb-IRES-Cre,0.880383595,Pass,inhibitory,0.9,260976,43.62325977,29439.67771,4.24041667,1.483333333,,high quality,560.22432,3,1,1,Pvalb-IRES-Cre;Ai14-409821.03.02,mature,2.943967771,5,7,6,2,4,3
744245795,11.83689831,52.9,tdt+,nucleus+,8526,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.067980504,Pass,inhibitory,1.1,1320167,25.21757304,17245.63283,8.285983332,1.95,6.416666667,failed,3018.86848,4,1,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.03.01,mature,1.724563283,4,3,4,1,0,1
744288428,16.03727152,78.3,tdt+,nucleus+,9209,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,0.892898962,Pass,inhibitory,0.9,1381230,22.40381625,17185.70954,4.58688333,1.566666667,12.71666667,failed,705.467584,4,2,2,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410166.03.01,mature,1.718570954,3,3,3,0,0,0
744458623,17.10490138,50.5,tdt+,nucleus+,5908,Pass,Pvalb-IRES-Cre,0.693341462,Pass,inhibitory,0.7,71516,55.75300486,16776.26582,5.030550003,1.133333333,6.583333333,failed,1136.902784,4,1,1,Pvalb-IRES-Cre;Ai14-409821.05.01,mature,1.677626582,4,3,3,1,0,0
744975652,6.719632163,74.8,tdt+,nucleus+,6755,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.157023062,Pass,inhibitory,1.2,746086,38.47923392,44662.42506,3.400433334,1.066666667,1.433333333,high quality,1912.351104,4,2,3,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410169.03.02,mature,4.466242506,3,12,6,0,9,3
745014654,5.883503129,46.9,tdt+,nucleus+,4290,Fail,Cck-IRES-Cre;Vip-IRES-FlpO,0.444532371,Pass,inhibitory,0.5,1116978,9.25340144,3248.283564,3.109083327,1.25,5.65,,45.539948,2,3,3,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410169.03.02,mature,0.324828356,3,3,4,0,0,1
745063641,6.963240376,65.6,tdt+,nucleus+,7745,Pass,Pvalb-IRES-Cre,0.871855903,Pass,inhibitory,0.9,1341388,48.95381762,46531.28314,3.23015,1.183333333,1.483333333,insufficient axon,1706.970496,4,1,4,Pvalb-IRES-Cre;Ai14-409822.02.02,mature,4.653128314,3,5,3,0,2,0
745083091,16.1871176,71.4,tdt+,nucleus+,9791,Pass,Pvalb-IRES-Cre,0.856187374,Pass,inhibitory,0.9,542299,56.90747616,17283.33393,4.929700001,1.5,1.366666667,high quality,1996.671872,4,2,4,Pvalb-IRES-Cre;Ai14-409822.02.02,mature,1.728333393,8,3,3,5,0,0
745088065,7.572835657,46.1,tdt+,nucleus+,7144,Pass,Pvalb-IRES-Cre,0.460933485,Pass,inhibitory,0.5,1219374,25.35865614,16767.2378,3.626366663,1.483333333,2.116666667,high quality,,2,3,4,Pvalb-IRES-Cre;Ai14-409822.02.02,mature,1.67672378,3,3,3,0,0,0
745095018,16.86549107,56.4,tdt+,nucleus+,10257,Pass,Pvalb-IRES-Cre,0.719338637,Pass,inhibitory,0.8,1328782,49.88693467,22650.14366,5.100983334,1.05,1.55,high quality,2646.0864,3,4,4,Pvalb-IRES-Cre;Ai14-409822.02.02,mature,2.265014366,6,3,4,3,0,1
744865781,16.18811677,74.3,tdt+,nucleus+,9244,Pass,Cck-IRES-Cre;Vip-IRES-FlpO,1.089586465,Pass,inhibitory,1.1,1316966,18.98454541,5921.687901,2.144916662,0.9,0.65,high quality,1094.391296,3,1,1,Cck-IRES-Cre;Vip-IRES-FlpO;Ai65-410169.04.02,mature,0.59216879,3,3,3,0,0,0
744915976,5.182796848,46.3,tdt+,nucleus+,4835,Pass,Nos1-CreERT2,0.465923555,Pass,excitatory,0.5,1367935,7.144912972,4209.805903,3.802533333,0.883333333,4.35,high quality,626.30496,3,1,4,Nos1-CreERT2;Ai14-411628.03.02,mature,0.42098059,3,3,3,0,0,0
744953754,13.67258662,78.7,tdt+,nucleus+,10380,Pass,Nos1-CreERT2,0.914576109,Pass,inhibitory,1,1148348,41.51991346,19956.91543,2.813266667,0.95,2.083333333,failed,910.816256,3,2,4,Nos1-CreERT2;Ai14-411628.03.02,mature,1.995691543,3,5,4,0,2,1
744969118,9.788483733,75.3,tdt+,nucleus+,8253,Pass,Nos1-CreERT2,0.809309174,Pass,inhibitory,0.9,1264290,47.63937716,19688.3408,2.266783333,1.033333333,0.95,failed,1050.32832,3,3,4,Nos1-CreERT2;Ai14-411628.03.02,mature,1.96883408,3,3,3,0,0,0
744984902,27.81139135,74,tdt+,nucleus+,11015,Pass,Nos1-CreERT2,0.660169785,Pass,inhibitory,0.7,1327066,15.31968416,11757.52593,3.474699998,1.2,3.983333333,failed,235.040704,3,4,4,Nos1-CreERT2;Ai14-411628.03.02,mature,1.175752593,3,4,3,0,1,0
745073394,6.254148568,53,tdt+,nucleus+,7997,Pass,Pvalb-IRES-Cre,0.635723127,Pass,inhibitory,0.7,1234218,44.32440423,8560.294246,3.064216669,1.4,0.9,high quality,,3,1,3,Pvalb-IRES-Cre;Ai14-409822.04.02,mature,0.856029425,4,3,3,1,0,0
745083231,21.43112641,50.8,tdt+,nucleus+,7940,Pass,Pvalb-IRES-Cre,0.850621727,Pass,inhibitory,0.9,1425665,47.5871221,38619.36967,2.476983333,0.666666667,1.75,high quality,1273.209856,3,2,3,Pvalb-IRES-Cre;Ai14-409822.04.02,mature,3.861936967,3,3,3,0,0,0
745087987,22.39276965,72.8,tdt+,nucleus+,11592,Pass,Pvalb-IRES-Cre,0.856486772,Pass,inhibitory,0.9,1637112,28.08618937,14980.0602,3.021850006,1,1.4,failed,1957.586432,3,3,3,Pvalb-IRES-Cre;Ai14-409822.04.02,mature,1.49800602,3,3,3,0,0,0
744995039,11.36708951,68,tdt+,nucleus+,9207,Pass,Pvalb-IRES-Cre,1.094120272,Pass,inhibitory,1.1,1419236,39.69850301,43693.42655,,,,insufficient axon,1442.30848,3,1,2,Pvalb-IRES-Cre;Ai14-409822.06.02,mature,4.369342655,3,4,7,0,1,4
745040951,3.773432607,58.6,tdt+,nucleus+,5932,Fail,Pvalb-IRES-Cre,0.35370094,Fail,inhibitory,0.4,1272952,17.05985173,10060.91063,9.938633339,0.283333333,7.933333333,,874.954752,1,2,2,Pvalb-IRES-Cre;Ai14-409822.06.02,mature,1.006091063,12,3,3,9,0,0
745089035,8.242911472,78.1,tdt+,nucleus+,7059,Pass,Pvalb-IRES-Cre,0.869132613,Pass,inhibitory,0.9,126744,41.9458429,26288.94062,9.563550003,0.683333333,2.416666667,failed,1152.183808,3,1,3,Pvalb-IRES-Cre;Ai14-409822.02.01,mature,2.628894062,3,3,12,0,0,9
742793678,17.43855119,67.5,tdt+,nucleus+,9112,Pass,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO,0.743512333,Pass,excitatory,0.8,1652916,58.01450438,26533.30326,6.527083333,1.533333333,4.033333333,failed,,3,2,2,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-410508-Ai65.02.02,mature,2.653330326,,3,6,,0,3
742800964,8.306057719,68.5,tdt+,nucleus+,6738,Pass,Chat-IRES-Cre-neo,1.105439246,Pass,inhibitory,1.2,1570149,47.64102017,23485.95858,3.658666666,0.916666667,1.866666667,medium quality,,4,1,2,Chat-IRES-Cre-neo;Ai14-408346.02.02,mature,2.348595858,5,5,3,2,2,0
742802926,12.14767138,75.5,tdt+,nucleus+,8802,Pass,Chat-IRES-Cre-neo,1.044328596,Pass,inhibitory,1.1,1717905,51.36118157,16985.58076,3.018899997,0.816666667,3.083333333,insufficient axon,503.144704,3,2,2,Chat-IRES-Cre-neo;Ai14-408346.02.02,mature,1.698558076,3,3,4,0,0,1
742521771,21.96606191,69.5,tdt+,nucleus+,10212,Pass,Glt25d2-Cre_NF107,0.731268139,Pass,excitatory,0.8,1672522,47.11868169,22620.25452,2.860883339,3.783333333,0.966666667,high quality,1485.148928,4,1,2,Glt25d2-Cre_NF107;Ai14-409698.04.02,mature,2.262025452,3,3,3,0,0,0
742538397,23.59134409,70.9,tdt+,nucleus+,10719,Pass,Glt25d2-Cre_NF107,0.905144446,Pass,excitatory,1,1682687,48.82913387,24590.03971,2.998683333,1.2,2.066666667,high quality,655.379456,3,2,2,Glt25d2-Cre_NF107;Ai14-409698.04.02,mature,2.459003971,3,3,3,0,0,0
742617668,30.50981273,73.7,tdt+,nucleus+,10992,Pass,Glt25d2-Cre_NF107,0.911606124,Pass,excitatory,1,1757529,59.40217232,16793.77632,2.639900001,1.083333333,3.583333333,failed,1458.9664,3,1,1,Glt25d2-Cre_NF107;Ai14-409698.06.01,mature,1.679377632,3,3,4,0,0,1
742717602,16.48206896,68.2,tdt+,nucleus+,8782,Pass,Glt25d2-Cre_NF107,0.90339569,Pass,excitatory,1,1905675,48.85175434,25447.51785,3.514950005,1.033333333,1.833333333,high quality,1422.644224,4,1,2,Glt25d2-Cre_NF107;Ai14-409698.02.02,mature,2.544751785,5,3,3,2,0,0
742734652,20.39753573,74.7,tdt+,nucleus+,9926,Pass,Glt25d2-Cre_NF107,0.679832226,Pass,excitatory,0.7,1800802,60.21203282,24339.04954,4.474349999,0.866666667,1.916666667,high quality,1429.421952,3,2,2,Glt25d2-Cre_NF107;Ai14-409698.02.02,mature,2.433904954,3,8,3,0,5,0
742784488,10.04038381,67.6,tdt+,nucleus+,7880,Pass,Chat-IRES-Cre-neo,0.944934543,Pass,inhibitory,1,1636522,45.81641948,15048.62817,6.427816669,0.6,1.333333333,high quality,1246.106496,3,2,3,Chat-IRES-Cre-neo;Ai14-408346.04.02,mature,1.504862817,5,11,12,2,8,9
742793622,10.08508603,59.1,tdt+,nucleus+,7940,Pass,Chat-IRES-Cre-neo,0.814991674,Pass,inhibitory,0.9,1483945,34.45473956,17252.8592,2.019616667,0.4,3.066666667,high quality,1256.54464,3,3,3,Chat-IRES-Cre-neo;Ai14-408346.04.02,mature,1.72528592,3,3,3,0,0,0
742797649,7.08164832,62.7,tdt+,nucleus+,6492,Pass,Chat-IRES-Cre-neo,0.701118507,Pass,inhibitory,0.8,1663793,13.80730191,5204.311539,2.367733335,1.116666667,2.016666667,high quality,1326.70016,4,1,3,Chat-IRES-Cre-neo;Ai14-408346.05.02,mature,0.520431154,3,3,3,0,0,0
742799768,11.71778399,62.5,tdt+,nucleus+,6767,Pass,Chat-IRES-Cre-neo,0.183837488,Fail,inhibitory,0.2,1692899,10.92841227,4690.002193,15.75,0.25,1.633333333,,1035.822784,2,2,3,Chat-IRES-Cre-neo;Ai14-408346.05.02,mature,0.469000219,7,26,16,4,23,13
742802894,10.48115567,70,tdt+,nucleus+,8357,Pass,Chat-IRES-Cre-neo,0.933359936,Pass,inhibitory,1,1879259,40.70512263,11436.91887,2.6795,0.516666667,1.966666667,high quality,1104.972672,3,3,3,Chat-IRES-Cre-neo;Ai14-408346.05.02,mature,1.143691887,3,3,6,0,0,3
742728386,10.82891934,59.8,tdt+,nucleus+,8167,Pass,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO,0.785067419,Pass,excitatory,0.8,1733005,56.18053176,46332.24651,2.427383335,1.383333333,4.716666667,failed,1246.105984,3,1,1,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-410508-Ai65.04.01,mature,4.633224651,3,3,3,0,0,0
742796843,4.296720167,58.7,tdt+,nucleus+,5466,Pass,Chat-IRES-Cre-neo,0.782811973,Pass,inhibitory,0.8,1872963,51.11881582,31357.31807,1.96583333,1.983333333,3.983333333,insufficient axon,5405.408256,3,1,2,Chat-IRES-Cre-neo;Ai14-408346.02.01,mature,3.135731807,3,3,3,0,0,0
742798832,5.309472029,56.7,tdt+,nucleus+,6214,Pass,Chat-IRES-Cre-neo,0.966595383,Pass,inhibitory,1,1855736,54.55985345,19031.03278,3.020183333,0.616666667,6.666666667,failed,13.7985,2,2,2,Chat-IRES-Cre-neo;Ai14-408346.02.01,mature,1.903103278,3,3,3,0,0,0
742617901,5.702576194,37.3,tdt+,nucleus+,4789,Fail,Glt25d2-Cre_NF107,0.384965416,Fail,excitatory,0.4,1740924,14.61483024,2019.957098,2.604316664,1.35,0.016666667,,,3,1,2,Glt25d2-Cre_NF107;Ai14-409698.06.02,mature,0.20199571,5,3,3,2,0,0
742656586,11.34840619,60.8,tdt+,nucleus+,6364,Pass,Glt25d2-Cre_NF107,0.462412389,Pass,inhibitory,0.5,1310649,5.052443182,306.3709759,3.288633331,1.95,0.016666667,failed,,4,2,2,Glt25d2-Cre_NF107;Ai14-409698.06.02,mature,0.030637098,3,3,3,0,0,0
742770680,2.722233404,38.9,tdt+,nucleus+,2656,Fail,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO,0.12590489,Fail,other,0.2,1371116,9.659671729,4233.225614,4.241633336,4.1,0.016666667,,,3,1,2,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-410508-Ai65.05.01,mature,0.423322561,3,5,4,0,2,1
742784458,2.408957108,42.6,tdt+,nucleus+,3170,Fail,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO,0.12453886,Fail,excitatory,0.2,1396175,6.425265491,1796.741611,4.280566669,1.916666667,0.016666667,,,3,2,2,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-410508-Ai65.05.01,mature,0.179674161,3,3,3,0,0,0
742798141,3.353410604,55.2,tdt+,nucleus+,3808,Pass,Chat-IRES-Cre-neo,0.355526778,Fail,inhibitory,0.4,1483842,4.500538771,279.8126857,1.774799999,1.75,0.016666667,,,3,1,2,Chat-IRES-Cre-neo;Ai14-408346.03.02,mature,0.027981269,3,4,3,0,1,0
